turns,max_tiles,min_tiles,piece_distributions
218,7,-8,"{0: 719, 2: 350, -2: 147, -4: 21, 4: 185, 8: 157, 16: 126, 32: 120, 64: 47, 128: 86, -8: 4}"
175,7,-4,"{0: 542, 2: 266, 4: 210, -2: 111, 8: 142, -4: 17, -8: 1, 16: 93, 32: 84, 64: 53, 128: 56}"
151,6,2,"{0: 537, -2: 135, 2: 192, 4: 125, 8: 136, 16: 84, 32: 86, -4: 24, -8: 2, 64: 38}"
134,6,-2,"{0: 446, 2: 202, -2: 90, 4: 125, 8: 139, -4: 8, 16: 71, 32: 57, 64: 68}"
163,6,2,"{0: 520, 2: 237, -2: 118, 4: 175, 8: 128, -4: 9, 16: 71, 32: 118, 64: 91}"
114,6,-4,"{0: 299, -2: 71, 2: 182, 4: 160, 8: 112, 16: 73, 32: 66, 64: 63}"
226,7,-4,"{0: 636, -2: 151, 2: 342, 4: 225, 8: 188, 16: 167, -4: 13, 32: 109, 64: 110, 128: 93}"
209,7,-2,"{0: 619, -2: 127, 2: 322, -4: 27, 4: 210, 8: 190, 16: 128, 32: 74, 64: 98, 128: 86}"
195,7,-2,"{2: 291, 0: 517, 4: 260, 8: 161, -2: 111, 16: 143, 32: 87, 64: 118, -4: 5, 128: 62}"
109,6,-2,"{0: 357, -2: 75, 2: 172, 4: 129, 8: 73, 16: 68, 32: 61, -4: 7, 64: 39}"
50,5,2,"{0: 162, 4: 86, -2: 28, -4: 1, 2: 88, 8: 46, 16: 23, 32: 16}"
231,7,-2,"{4: 278, 0: 634, 2: 353, -2: 169, 8: 175, 16: 109, 32: 121, -4: 24, 64: 112, 128: 104}"
105,6,2,"{0: 373, 2: 168, -2: 67, -4: 10, 4: 89, 8: 104, 16: 72, 32: 43, -8: 9, 64: 10}"
87,5,-2,"{0: 237, 2: 123, -2: 78, 4: 111, 8: 121, 16: 62, -4: 4, 32: 47}"
183,7,-4,"{0: 457, 2: 290, 4: 194, -2: 117, 8: 145, 16: 160, 32: 146, -4: 24, 64: 80, 128: 34}"
203,7,-2,"{0: 556, 2: 330, 4: 267, -2: 118, 8: 143, -4: 25, 16: 126, 32: 69, 64: 97, 128: 96}"
119,6,-4,"{2: 182, 0: 370, -2: 76, 4: 124, 8: 83, -4: 28, 16: 78, 32: 74, 64: 56}"
143,6,-4,"{0: 533, 2: 213, 4: 137, -2: 104, -4: 19, 8: 100, 16: 90, 32: 42, 64: 49}"
197,7,2,"{0: 452, 2: 290, 4: 253, -2: 98, 8: 227, 16: 162, -4: 36, 32: 92, 64: 95, 128: 68}"
75,5,-4,"{2: 126, 0: 293, -2: 49, 4: 63, 8: 54, 16: 36, -4: 12, 32: 42}"
194,7,-4,"{0: 638, -2: 132, -4: 28, 2: 323, -8: 4, 4: 176, 8: 115, 16: 146, 32: 90, 64: 66, 128: 28}"
142,6,-8,"{0: 396, 2: 227, -2: 80, 4: 150, 8: 145, 16: 98, -4: 8, 32: 103, 64: 57, -8: 14}"
174,6,2,"{0: 530, -2: 135, 4: 203, 2: 255, 8: 81, 16: 133, 32: 82, -4: 48, 64: 97, -8: 2}"
140,6,2,"{0: 462, -2: 111, 2: 199, 4: 133, -4: 15, 8: 109, 16: 86, 32: 65, 64: 80}"
64,5,-4,"{4: 76, 0: 225, 2: 89, -2: 53, 8: 33, 16: 45, -4: 13, 32: 42}"
210,7,2,"{0: 539, 2: 348, 4: 267, 8: 161, -2: 120, 16: 162, -4: 31, 32: 114, 64: 97, 128: 51}"
62,5,2,"{4: 95, 0: 185, 2: 106, 8: 61, 16: 44, -2: 20, 32: 46, -4: 1}"
135,6,-2,"{0: 485, 2: 195, 4: 119, -2: 92, 8: 110, 16: 68, 32: 53, 64: 77, -4: 16}"
114,6,2,"{2: 171, 0: 374, -2: 61, 4: 144, -4: 17, 8: 112, 16: 47, 32: 37, 64: 63}"
128,6,2,"{0: 475, 2: 209, -2: 87, 4: 112, 8: 76, 16: 79, 32: 54, -4: 6, 64: 54}"
224,7,-2,"{2: 339, 0: 504, 4: 286, 8: 205, 16: 179, -2: 123, 32: 149, -4: 16, 64: 120, 128: 95}"
169,6,-4,"{-2: 137, 0: 571, 2: 237, 4: 187, 8: 132, -4: 41, 16: 92, 32: 72, 64: 52}"
119,6,-2,"{-2: 60, 0: 345, 4: 163, -4: 3, 2: 180, 8: 120, 16: 80, 32: 59, 64: 61}"
183,6,-2,"{0: 628, -2: 164, 2: 257, 4: 181, 8: 130, -4: 24, 16: 76, 32: 87, 64: 100}"
300,8,-2,"{0: 812, -2: 203, -4: 19, 2: 424, 4: 343, 8: 292, 16: 175, 32: 145, 64: 106, 128: 100, -8: 1, 256: 80}"
248,7,2,"{0: 724, -2: 163, 2: 359, 4: 245, 8: 227, 16: 201, -4: 9, 32: 151, 64: 73, 128: 80}"
241,7,2,"{0: 546, 2: 367, -2: 150, -4: 18, 4: 288, 8: 235, 16: 176, 32: 217, 64: 92, 128: 80}"
131,6,-4,"{-2: 91, 0: 469, 2: 185, 4: 141, 8: 101, 16: 68, 32: 40, 64: 78, -4: 6}"
191,7,2,"{0: 501, 2: 317, -2: 89, 4: 268, 8: 179, 16: 105, -4: 12, 32: 74, 64: 96, 128: 78}"
257,7,-4,"{0: 849, 2: 391, 4: 232, -2: 209, 8: 180, 16: 125, 32: 88, 64: 61, -4: 50, 128: 124, -8: 4}"
57,5,2,"{0: 244, 2: 72, -2: 34, 4: 68, 8: 29, 16: 27, 32: 35, -4: 4}"
136,6,-4,"{0: 435, -2: 100, 2: 179, 4: 153, 8: 117, 16: 83, 32: 79, -4: 21, 64: 57}"
117,6,-2,"{0: 390, 2: 178, 4: 129, 8: 74, -2: 80, 16: 87, -4: 18, 32: 48, 64: 49}"
273,7,-2,"{0: 752, -2: 175, 2: 433, 4: 329, 8: 209, 16: 167, -4: 12, 32: 128, 64: 118, 128: 134}"
150,6,-4,"{0: 431, 2: 240, 4: 152, -2: 97, 8: 102, 16: 115, -4: 18, 32: 108, 64: 87}"
139,6,2,"{0: 386, 2: 206, -2: 107, 4: 177, 8: 86, 16: 104, 32: 87, -4: 25, -8: 2, 64: 71}"
147,6,-2,"{0: 421, 2: 230, 4: 184, -2: 87, 8: 116, 16: 112, -4: 30, 32: 92, 64: 51}"
136,6,2,"{0: 454, 2: 216, -2: 90, 4: 173, -4: 12, 8: 117, 16: 49, 32: 58, 64: 55}"
206,7,-2,"{2: 303, 0: 569, 4: 258, -2: 141, 8: 185, 16: 108, 32: 110, -4: 46, -8: 3, 64: 66, 128: 65}"
235,7,2,"{0: 606, -2: 162, 2: 375, 4: 256, 8: 229, 16: 120, 32: 118, -4: 20, 64: 136, 128: 93}"
286,7,-2,"{0: 721, 2: 425, 4: 336, -2: 206, 8: 198, 16: 235, -4: 48, 32: 168, 64: 129, 128: 108}"
119,6,2,"{0: 370, 2: 194, 4: 126, -2: 71, 8: 98, 16: 79, -4: 4, 32: 68, 64: 61}"
129,6,-4,"{0: 416, -2: 95, 2: 171, -4: 11, 4: 146, 8: 108, 16: 106, 32: 60, 64: 48}"
264,7,2,"{0: 701, 2: 397, -2: 170, 4: 333, -4: 16, 8: 234, 16: 152, 32: 104, 64: 131, 128: 138}"
104,6,2,"{0: 358, -2: 69, 2: 172, 4: 123, 8: 71, 16: 47, 32: 48, -4: 5, -8: 13, 64: 30}"
132,6,2,"{0: 399, -2: 93, 2: 204, -4: 6, 4: 154, 8: 132, 16: 79, 32: 63, 64: 58}"
182,7,-2,"{0: 558, 4: 234, -2: 121, 2: 265, 8: 116, 16: 104, 32: 87, 64: 66, -4: 19, 128: 68}"
275,7,-2,"{0: 837, -2: 198, 2: 397, -4: 56, 4: 283, 8: 170, 16: 197, 32: 92, 64: 117, -8: 20, 128: 108}"
89,6,2,"{0: 220, 4: 117, -2: 38, 8: 110, 2: 159, 16: 68, 32: 41, 64: 43, -4: 5}"
181,7,-4,"{0: 464, 2: 318, -2: 113, 4: 210, 8: 151, 16: 104, 32: 133, -4: 14, 64: 85, 128: 37}"
147,6,2,"{0: 514, -2: 102, 2: 207, 4: 124, 8: 97, -4: 20, 16: 114, 32: 96, 64: 49}"
149,7,-4,"{0: 430, -2: 73, 2: 249, 4: 170, 8: 131, 16: 103, 32: 127, -4: 3, 64: 30, 128: 25}"
234,7,-4,"{0: 724, 2: 330, 4: 232, -2: 187, 8: 201, 16: 104, 32: 92, -4: 64, 64: 83, -8: 1, 128: 88}"
151,7,-4,"{0: 468, 2: 239, 4: 191, 8: 125, -2: 111, 16: 73, 32: 48, -4: 8, 64: 63, 128: 33}"
86,5,2,"{0: 298, 2: 117, 4: 74, -2: 79, 8: 62, 16: 82, -4: 8, 32: 54}"
123,6,-4,"{0: 398, 4: 154, -2: 67, 2: 196, -4: 10, 8: 90, 16: 64, 32: 58, 64: 70}"
167,7,-4,"{0: 500, 2: 269, -2: 86, -4: 24, 4: 213, 8: 103, 16: 115, 32: 81, 64: 96, 128: 16}"
188,7,-2,"{0: 515, 2: 291, 4: 253, -2: 103, 8: 243, -4: 11, 16: 76, 32: 75, 64: 80, 128: 45}"
141,6,-2,"{-2: 86, 0: 456, 2: 237, 4: 160, 8: 87, 16: 76, 32: 92, 64: 73, -4: 2}"
130,6,-2,"{-2: 63, 0: 397, 2: 216, 4: 102, 8: 121, 16: 113, 32: 89, -4: 15, 64: 54}"
133,7,-2,"{0: 419, 2: 220, -2: 56, 4: 157, 8: 119, 16: 92, 32: 72, 64: 45, -4: 1, 128: 16}"
167,7,-4,"{0: 493, -2: 93, 4: 184, 2: 267, -4: 2, 8: 134, 16: 126, 32: 97, 64: 48, 128: 59}"
114,6,-4,"{0: 293, 2: 193, 4: 139, -2: 65, 8: 137, 16: 73, 32: 63, -4: 2, 64: 61}"
120,6,-2,"{-2: 98, 0: 439, 2: 153, 4: 120, -4: 7, 8: 92, 16: 82, 32: 62, 64: 27}"
238,7,2,"{2: 380, 0: 689, 4: 261, -2: 134, 8: 188, 16: 153, 32: 107, -4: 8, 64: 131, 128: 91}"
177,6,2,"{0: 618, -2: 144, 2: 240, -4: 32, 4: 186, 8: 157, -8: 1, 16: 112, 32: 51, 64: 52}"
109,6,-4,"{-2: 78, 0: 426, 2: 143, 4: 116, 8: 88, -4: 11, -8: 1, 16: 59, 32: 33, 64: 26}"
233,7,-2,"{0: 624, 2: 361, 4: 257, 8: 161, -2: 151, 16: 152, -4: 26, 32: 170, 64: 138, 128: 57}"
147,6,-2,"{0: 499, 2: 203, -2: 114, 4: 144, 8: 118, 16: 92, 32: 69, -4: 12, 64: 72}"
103,6,-2,"{0: 249, 2: 151, 4: 129, -2: 68, 8: 116, 16: 54, 32: 83, -4: 38, 64: 39}"
161,6,2,"{0: 485, 2: 226, 4: 173, 8: 134, -2: 133, 16: 109, -4: 30, 32: 82, 64: 77}"
102,6,-2,"{0: 364, -2: 74, 2: 150, 4: 102, 8: 84, 16: 64, 32: 67, -4: 2, 64: 11}"
143,7,2,"{2: 229, 0: 460, -2: 88, 4: 169, 8: 123, 16: 84, -4: 5, 32: 43, 64: 57, -8: 1, 128: 28}"
95,6,-2,"{2: 145, 0: 250, 4: 169, -2: 48, 8: 91, 16: 51, 32: 51, -4: 8, 64: 42}"
122,6,-4,"{0: 358, 2: 170, 4: 128, -2: 104, 8: 130, 16: 108, -4: 8, 32: 59, 64: 33}"
114,6,-2,"{0: 383, -2: 65, 2: 187, 4: 141, 8: 97, 16: 47, 32: 47, -4: 7, 64: 52}"
133,6,-2,"{0: 418, 2: 213, 4: 135, 8: 142, -2: 79, 16: 69, -4: 10, 32: 74, 64: 57}"
217,7,-4,"{0: 683, -2: 142, 2: 345, 4: 235, 8: 125, 16: 119, 32: 133, -4: 8, 64: 95, 128: 68}"
164,7,-2,"{0: 408, -2: 100, 4: 229, 2: 263, 8: 189, 16: 93, 32: 73, -4: 12, 64: 42, 128: 67}"
157,7,2,"{0: 450, 2: 265, -2: 99, 4: 161, -4: 7, 8: 121, 16: 108, 32: 114, 64: 59, 128: 29}"
147,6,-2,"{2: 231, 0: 434, -2: 92, 4: 147, 8: 126, 16: 127, 32: 48, -4: 3, 64: 115}"
123,6,2,"{0: 335, -2: 66, 2: 198, 4: 208, 8: 102, 16: 84, -4: 3, 32: 66, 64: 45}"
199,7,2,"{0: 513, -2: 134, 2: 281, 4: 247, 8: 235, 16: 134, 32: 97, -4: 19, 64: 59, 128: 72}"
200,7,-2,"{0: 624, -2: 125, -4: 21, 4: 238, 2: 303, 8: 153, 16: 96, 32: 119, 64: 79, 128: 42}"
184,7,-4,"{0: 515, -2: 115, -4: 50, 2: 314, -8: 14, 4: 229, 8: 127, 16: 106, 32: 76, 64: 82, 128: 28}"
100,6,2,"{0: 353, 2: 161, 4: 115, -2: 72, 8: 70, 16: 58, -4: 5, 32: 30, 64: 36}"
155,7,2,"{0: 430, 2: 254, 4: 183, -2: 74, 8: 126, -4: 9, 16: 139, 32: 76, 64: 45, 128: 59}"
109,6,-4,"{0: 345, 2: 166, 4: 124, 8: 85, 16: 52, -2: 78, 32: 62, -4: 7, 64: 58, -8: 4}"
120,6,-2,"{0: 415, 2: 170, 4: 117, 8: 125, -2: 68, -4: 9, 16: 85, 32: 53, 64: 38}"
106,6,-2,"{2: 156, 0: 348, -2: 61, 4: 116, 8: 86, -4: 3, 16: 76, 32: 58, 64: 50}"
203,6,2,"{0: 599, 2: 296, 4: 182, -2: 160, 8: 133, 16: 128, 32: 173, 64: 139, -4: 16, -8: 1}"
171,7,2,"{0: 427, 2: 276, -2: 126, 4: 193, -4: 5, 8: 198, 16: 108, 32: 103, 64: 69, 128: 34}"
59,5,2,"{-2: 26, 0: 230, 2: 79, 4: 72, 8: 64, -4: 1, 16: 35, 32: 24}"
109,6,-2,"{-2: 61, 0: 393, 2: 159, 4: 104, 8: 80, 16: 100, -4: 4, 32: 35, 64: 45}"
138,6,-2,"{0: 487, 2: 210, 4: 121, -2: 75, 8: 106, 16: 75, 32: 84, -4: 15, 64: 69}"
146,6,2,"{0: 469, 2: 211, -2: 116, 4: 151, 8: 141, 16: 81, -4: 22, 32: 64, 64: 59}"
184,7,2,"{0: 608, 2: 267, 4: 188, 8: 136, -2: 131, 16: 105, 32: 100, -4: 10, 64: 43, 128: 68}"
194,7,-4,"{0: 471, 2: 289, 4: 187, 8: 218, -2: 170, 16: 153, -4: 48, 32: 103, 64: 82, 128: 25}"
134,6,2,"{0: 396, 4: 144, -2: 86, 2: 220, 8: 102, 16: 95, 32: 64, -4: 22, 64: 64, -8: 13}"
130,6,-4,"{0: 412, 2: 194, -2: 101, 4: 146, 8: 113, 16: 64, -4: 23, 32: 59, 64: 58}"
156,6,-2,"{0: 437, 2: 234, 4: 190, -2: 127, 8: 85, 16: 99, 32: 128, -4: 11, 64: 93}"
95,5,2,"{0: 336, -2: 77, 4: 122, 2: 137, -4: 5, 8: 65, 16: 82, 32: 31}"
128,5,2,"{2: 185, 0: 465, -2: 89, 4: 140, -4: 10, 8: 103, 16: 54, 32: 106}"
166,7,2,"{0: 481, 2: 249, -2: 107, 4: 224, -4: 7, -8: 6, 8: 122, 16: 138, 32: 79, 64: 39, 128: 42}"
104,6,-2,"{0: 326, 2: 155, 4: 110, -2: 85, 8: 64, -4: 24, 16: 78, -8: 10, 32: 36, 64: 48}"
128,6,-4,"{0: 433, -2: 94, 2: 201, 4: 106, 8: 95, 16: 70, 32: 73, -4: 27, 64: 53}"
124,6,2,"{0: 440, 2: 156, 4: 155, -2: 75, 8: 94, 16: 68, -4: 11, 32: 74, 64: 43}"
173,7,-4,"{0: 447, 2: 254, 4: 231, 8: 185, -2: 126, 16: 123, -4: 11, -8: 1, 32: 88, 64: 34, 128: 57}"
161,6,-2,"{0: 502, 2: 200, -2: 137, 4: 194, 8: 137, 16: 111, -4: 18, 32: 81, 64: 68, -8: 1}"
160,7,-2,"{0: 468, -2: 96, 2: 255, 4: 175, -4: 7, 8: 151, 16: 103, 32: 75, 64: 48, 128: 62}"
202,7,-4,"{0: 558, 2: 329, 4: 188, -2: 136, 8: 193, 16: 128, 32: 126, -4: 29, 64: 72, 128: 59}"
159,7,-2,"{0: 502, -2: 107, 4: 174, 2: 247, 8: 127, -4: 25, 16: 125, 32: 51, 64: 39, 128: 34}"
102,6,-2,"{0: 271, 2: 149, -2: 59, 4: 182, 8: 85, 16: 65, 32: 44, 64: 58, -4: 5}"
60,5,2,"{0: 213, 2: 115, 4: 60, -2: 24, 8: 50, 16: 42, 32: 35, -4: 1}"
210,7,2,"{2: 317, 0: 597, 4: 244, -2: 145, 8: 170, -4: 22, 16: 163, 32: 104, 64: 76, 128: 52}"
153,6,2,"{0: 374, -2: 112, -4: 37, 4: 183, 2: 214, 8: 149, 16: 133, 32: 95, 64: 78, -8: 2}"
132,6,-2,"{0: 406, 2: 190, -2: 76, 4: 165, 8: 133, -4: 11, 16: 83, 32: 64, 64: 60}"
67,6,-2,"{0: 189, 2: 102, 4: 96, -2: 41, 8: 70, 16: 62, -4: 4, 32: 28, 64: 11}"
141,6,2,"{2: 217, 0: 481, 4: 160, -2: 90, 8: 103, 16: 82, -4: 11, 32: 58, 64: 67}"
122,6,2,"{0: 378, 2: 219, 4: 138, 8: 109, -2: 63, 16: 77, -4: 10, 32: 52, 64: 52}"
98,6,-4,"{0: 298, -2: 56, 2: 161, 4: 131, 8: 85, 16: 50, 32: 43, 64: 51, -4: 7}"
111,6,2,"{0: 411, 2: 157, -2: 66, 4: 125, 8: 102, 16: 47, 32: 38, -4: 14, 64: 39}"
158,7,-4,"{-2: 70, 0: 507, 2: 268, 4: 184, 8: 116, 16: 97, 32: 74, 64: 56, -4: 6, 128: 44}"
248,7,2,"{2: 381, 0: 773, 4: 285, -2: 171, 8: 165, -4: 36, 16: 165, 32: 104, 64: 59, 128: 93}"
91,5,2,"{0: 333, 4: 114, 2: 138, -2: 55, 8: 76, -4: 5, 16: 63, 32: 35}"
134,6,2,"{0: 398, 2: 207, 4: 175, -2: 95, 8: 117, -4: 26, 16: 48, 32: 78, 64: 62}"
162,7,2,"{0: 551, 2: 234, -2: 104, 4: 170, -4: 1, 8: 124, 16: 102, 32: 84, 64: 58, 128: 30}"
221,7,2,"{2: 319, 0: 771, -2: 140, 4: 216, 8: 158, -4: 33, 16: 102, 32: 101, 64: 58, 128: 79, -8: 12}"
209,7,-4,"{0: 617, 2: 309, 4: 245, -2: 109, 8: 169, 16: 126, 32: 96, 64: 108, -4: 18, 128: 84}"
60,5,-4,"{0: 205, 2: 91, -2: 39, 4: 71, 8: 51, 16: 49, 32: 33, -4: 1}"
199,7,2,"{0: 541, 2: 292, -2: 144, 4: 211, 8: 247, 16: 131, -4: 23, 32: 103, -8: 1, 64: 66, 128: 32}"
237,7,2,"{0: 673, -2: 164, 2: 322, 4: 274, 8: 184, 16: 146, 32: 133, -4: 21, 64: 119, 128: 97}"
107,6,-4,"{0: 285, 2: 170, 4: 125, -2: 69, 8: 139, 16: 63, -4: 3, 32: 68, 64: 41}"
172,7,2,"{0: 528, 2: 262, -2: 91, 4: 204, -4: 4, 8: 135, 16: 104, 32: 101, 64: 58, 128: 61}"
104,6,2,"{-2: 52, 0: 323, 4: 133, 2: 173, -4: 6, 8: 78, 16: 61, 32: 57, 64: 53}"
77,6,2,"{0: 214, 2: 133, 4: 113, 8: 68, -2: 29, 16: 80, 32: 42, -4: 4, 64: 10}"
148,6,-4,"{0: 428, 2: 203, 4: 174, -2: 95, 8: 124, 16: 137, -4: 19, 32: 74, 64: 78}"
129,6,-4,"{0: 378, 2: 225, -2: 80, 4: 152, -4: 33, 8: 72, 16: 86, 32: 60, 64: 75}"
155,7,-2,"{2: 240, 0: 487, -2: 95, 4: 169, 8: 136, -4: 24, 16: 109, 32: 43, 64: 52, 128: 40}"
102,5,-4,"{-2: 82, 0: 401, 2: 148, 4: 62, 8: 50, 16: 86, 32: 66, -4: 23}"
120,6,-2,"{0: 333, 2: 205, 4: 152, -2: 65, 8: 108, 16: 81, -4: 5, 32: 91, 64: 40}"
258,7,2,"{0: 744, 2: 378, 4: 310, -2: 190, 8: 226, -4: 16, 16: 125, 32: 112, 64: 105, 128: 116}"
201,7,2,"{0: 619, 2: 297, 4: 200, 8: 164, -2: 122, 16: 163, -4: 5, 32: 110, 64: 72, 128: 57}"
143,6,-2,"{0: 498, -2: 109, 2: 200, -4: 11, 4: 154, 8: 116, 16: 83, 32: 66, 64: 50}"
168,6,2,"{0: 490, 2: 235, -2: 153, 4: 155, -4: 30, 8: 161, 16: 94, 32: 96, 64: 98}"
129,6,-2,"{-2: 73, 0: 414, 2: 203, -4: 11, 4: 137, 8: 126, 16: 93, 32: 63, 64: 41}"
134,6,-2,"{0: 420, 2: 200, -2: 90, 4: 145, -4: 9, 8: 74, 16: 145, 32: 74, 64: 49}"
143,6,-2,"{0: 385, 2: 211, -2: 95, 4: 159, 8: 145, 16: 109, 32: 119, -4: 7, 64: 57}"
90,6,2,"{0: 307, -2: 51, 4: 130, 2: 136, 8: 75, -4: 10, 16: 54, 32: 22, 64: 25}"
130,6,-2,"{0: 429, -2: 78, 2: 218, 4: 129, 8: 106, -4: 3, 16: 73, 32: 60, 64: 74}"
106,6,-4,"{0: 268, -2: 50, 2: 195, 4: 123, 8: 102, 16: 85, -4: 5, 32: 95, 64: 31}"
100,6,-2,"{4: 125, 0: 344, 2: 132, -2: 88, 8: 92, -4: 3, 16: 42, 32: 48, 64: 26}"
150,6,-4,"{0: 551, 2: 223, 4: 146, -2: 116, 8: 79, 16: 61, -4: 14, 32: 83, 64: 77}"
64,5,-4,"{0: 256, 2: 96, 4: 43, -2: 36, 8: 50, 16: 45, 32: 33, -4: 17}"
101,6,2,"{0: 350, 2: 176, 4: 101, -2: 58, 8: 69, 16: 38, 32: 52, 64: 57, -4: 8}"
110,6,-4,"{0: 333, 2: 158, -2: 83, 4: 133, 8: 97, -4: 28, 16: 80, 32: 33, 64: 45}"
149,6,-4,"{2: 183, 0: 487, 4: 156, 8: 102, -2: 104, -4: 13, 16: 137, 32: 99, 64: 60}"
112,6,-4,"{2: 183, 0: 336, 4: 143, -2: 55, 8: 91, 16: 94, -4: 14, 32: 45, 64: 47}"
85,5,2,"{0: 287, 2: 132, -2: 59, 4: 92, -4: 4, 8: 101, 16: 47, 32: 43}"
200,6,-2,"{0: 614, -2: 182, 2: 286, 4: 162, 8: 171, 16: 113, 32: 131, -4: 38, 64: 103}"
117,6,-2,"{0: 388, 2: 174, 4: 120, 8: 103, -2: 64, 16: 76, 32: 65, -4: 5, -8: 7, 64: 51}"
165,7,2,"{-2: 85, 0: 503, 2: 265, 4: 177, 8: 122, 16: 132, 32: 71, 64: 41, -4: 12, 128: 73, -8: 4}"
123,6,2,"{0: 455, 2: 185, -2: 67, 4: 131, 8: 88, -4: 8, 16: 57, 32: 70, 64: 46}"
157,7,2,"{0: 439, 2: 257, 4: 177, 8: 147, -2: 79, -4: 15, 16: 127, 32: 78, 64: 50, 128: 44}"
186,7,2,"{0: 484, 2: 282, 4: 260, -2: 127, 8: 125, 16: 156, 32: 109, -4: 28, -8: 1, 64: 67, 128: 35}"
274,7,-2,"{0: 780, -2: 198, 2: 421, -4: 33, 4: 246, 8: 221, 16: 166, 32: 118, 64: 153, 128: 130}"
129,6,2,"{2: 182, 0: 398, 4: 166, -2: 87, 8: 104, 16: 109, -4: 6, 32: 49, 64: 60}"
150,6,2,"{2: 269, 0: 427, 4: 156, -2: 89, -4: 7, 8: 148, 16: 91, 32: 70, 64: 93}"
152,6,-2,"{0: 540, 2: 229, 4: 119, -2: 110, 8: 94, 16: 103, -4: 32, 32: 74, -8: 22, 64: 45}"
216,7,-2,"{0: 617, 4: 232, 2: 320, -2: 126, -4: 31, 8: 211, -8: 2, 16: 143, 32: 108, 64: 49, 128: 105}"
102,6,2,"{0: 338, 2: 152, 4: 124, -2: 61, 8: 91, 16: 58, 32: 35, 64: 46, -4: 13}"
267,7,-2,"{-2: 180, 0: 713, 2: 403, -4: 32, 4: 274, 8: 239, 16: 181, -8: 3, 32: 125, 64: 132, 128: 121}"
96,6,-4,"{0: 343, 2: 121, -2: 76, 4: 102, 8: 61, 16: 69, 32: 51, -4: 13, 64: 28}"
107,6,-2,"{0: 361, 2: 164, 4: 114, -2: 54, 8: 93, 16: 61, 32: 59, -4: 4, 64: 53}"
139,6,2,"{0: 462, -2: 79, 2: 230, 4: 144, 8: 121, 16: 73, 32: 63, -4: 11, 64: 68}"
97,6,-4,"{-2: 51, 0: 269, 2: 153, 4: 159, 8: 61, 16: 89, 32: 36, 64: 49, -4: 6}"
71,5,2,"{0: 263, 4: 76, -2: 38, 2: 113, -4: 5, 8: 70, 16: 43, 32: 31}"
101,6,-4,"{0: 329, -2: 52, -4: 2, 4: 123, 2: 150, 8: 74, 16: 69, 32: 61, 64: 49}"
160,7,-4,"{0: 361, -2: 76, 2: 246, 4: 233, 8: 132, 16: 132, -4: 31, 32: 113, 64: 89, 128: 27}"
194,6,2,"{0: 701, 2: 247, -2: 143, 4: 156, 8: 163, -4: 30, 16: 115, 32: 107, 64: 84}"
216,7,-4,"{0: 603, 4: 235, 2: 334, -2: 145, 8: 169, -4: 18, 16: 168, 32: 119, 64: 94, 128: 59}"
160,6,-4,"{0: 546, -2: 121, 4: 169, 2: 228, -4: 16, 8: 111, 16: 94, 32: 78, 64: 77}"
197,6,-4,"{2: 270, 0: 614, 4: 208, -2: 171, 8: 154, 16: 128, -4: 21, 32: 94, 64: 113}"
119,6,2,"{0: 306, 2: 230, -2: 46, 4: 160, 8: 113, 16: 74, 32: 80, 64: 58, -4: 4}"
115,6,2,"{0: 404, 2: 198, -2: 59, 4: 114, -4: 20, 8: 84, 16: 45, 32: 59, 64: 52}"
113,5,2,"{2: 155, 0: 406, -2: 71, 4: 120, 8: 76, -4: 28, 16: 61, 32: 81, -8: 19}"
206,7,-2,"{0: 646, 2: 294, -2: 151, 4: 200, 8: 169, -4: 15, 16: 159, 32: 113, 64: 62, 128: 45}"
104,6,2,"{0: 303, -2: 51, 2: 168, 4: 141, 8: 87, 16: 65, 32: 54, 64: 61, -4: 6}"
98,6,-2,"{-2: 50, 0: 261, 2: 153, 4: 163, 8: 90, 16: 70, 32: 39, 64: 49, -4: 7}"
198,7,-4,"{0: 565, 2: 291, -2: 139, 4: 213, 8: 182, 16: 176, -4: 19, 32: 92, 64: 39, 128: 66}"
221,7,-2,"{0: 642, -2: 143, 2: 323, -4: 25, 4: 233, 8: 177, 16: 141, 32: 85, 64: 105, 128: 115}"
171,7,-2,"{0: 571, 4: 152, 2: 241, -2: 120, 8: 150, 16: 87, 32: 92, -4: 16, 64: 69, 128: 41}"
214,6,2,"{0: 687, 2: 307, 4: 201, -2: 173, -4: 53, 8: 157, 16: 150, 32: 109, 64: 89}"
132,6,-4,"{-2: 104, 0: 494, 2: 182, -4: 27, 4: 120, 8: 86, 16: 71, 32: 61, 64: 43}"
156,6,2,"{0: 488, 2: 226, 4: 164, 8: 146, -2: 107, 16: 67, -4: 14, 32: 105, 64: 87}"
133,6,2,"{-2: 74, 0: 445, 2: 206, 4: 155, 8: 117, -4: 9, 16: 61, 32: 54, 64: 76}"
108,5,-4,"{0: 452, -2: 113, -4: 29, 2: 129, 4: 67, 8: 63, 16: 63, 32: 56}"
203,7,2,"{-2: 138, 0: 618, 4: 232, -4: 12, 2: 329, 8: 124, 16: 122, 32: 86, 64: 84, -8: 12, 128: 70}"
220,7,-4,"{0: 589, 2: 316, 4: 258, 8: 200, -2: 172, 16: 157, -4: 10, 32: 88, 64: 105, 128: 85}"
176,6,2,"{-2: 140, 0: 607, 4: 152, -4: 28, 2: 237, 8: 159, 16: 117, 32: 71, 64: 73}"
